city,country,year,lst_anomaly_c,ndvi_mean,impervious_pct,tree_canopy_pct,pop_density_km2,heat_mortality_per_100k,climate_zone
Nagoya,Japan,2017,3.838,0.2112,69,17,7092,1.9,Cfa
Nagoya,Japan,2018,3.786,0.2197,69,17,7092,1.9,Cfa
Nagoya,Japan,2019,3.915,0.2147,69,17,7092,1.9,Cfa
Nagoya,Japan,2020,3.95,0.2131,69,17,7092,1.9,Cfa
Nagoya,Japan,2021,3.989,0.2011,69,17,7092,1.9,Cfa
Nagoya,Japan,2022,3.633,0.2009,69,17,7092,1.9,Cfa
Nagoya,Japan,2023,3.809,0.2085,69,17,7092,1.9,Cfa
Nagoya,Japan,2024,3.928,0.1968,69,17,7092,1.9,Cfa
Nagoya,Japan,2025,3.869,0.1953,69,17,7092,1.9,Cfa
Hyderabad,India,2015,2.491,0.1643,60,11,6090,3.0,BSh
Hyderabad,India,2016,2.703,0.1684,60,11,6090,3.0,BSh
Hyderabad,India,2017,2.991,0.1694,60,11,6090,3.0,BSh
Hyderabad,India,2018,2.751,0.1637,60,11,6090,3.0,BSh
Hyderabad,India,2019,2.782,0.1624,60,11,6090,3.0,BSh
Hyderabad,India,2020,2.739,0.1563,60,11,6090,3.0,BSh
Hyderabad,India,2021,2.414,0.154,60,11,6090,3.0,BSh
Hyderabad,India,2022,2.945,0.1514,60,11,6090,3.0,BSh
Hyderabad,India,2023,2.786,0.1584,60,11,6090,3.0,BSh
Hyderabad,India,2024,3.025,0.1501,60,11,6090,3.0,BSh
Hyderabad,India,2025,3.134,0.1452,60,11,6090,3.0,BSh
London,UK,2015,2.663,0.3091,58,33,5701,0.8,Cfb
London,UK,2016,2.879,0.3162,58,33,5701,0.8,Cfb
London,UK,2017,2.951,0.3036,58,33,5701,0.8,Cfb
London,UK,2018,2.823,0.3034,58,33,5701,0.8,Cfb
London,UK,2019,2.875,0.301,58,33,5701,0.8,Cfb
London,UK,2020,2.891,0.2966,58,33,5701,0.8,Cfb
London,UK,2021,2.731,0.286,58,33,5701,0.8,Cfb
London,UK,2022,2.609,0.3015,58,33,5701,0.8,Cfb
London,UK,2023,3.195,0.3007,58,33,5701,0.8,Cfb
London,UK,2024,2.902,0.2868,58,33,5701,0.8,Cfb
London,UK,2025,2.645,0.2915,58,33,5701,0.8,Cfb
Tehran,Iran,2015,3.212,0.1074,69,7,11600,2.7,BSk
Tehran,Iran,2016,3.134,0.1048,69,7,11600,2.7,BSk
Tehran,Iran,2017,2.915,0.1133,69,7,11600,2.7,BSk
Tehran,Iran,2018,3.433,0.1033,69,7,11600,2.7,BSk
Tehran,Iran,2019,3.251,0.0975,69,7,11600,2.7,BSk
Tehran,Iran,2020,3.297,0.1047,69,7,11600,2.7,BSk
Tehran,Iran,2021,3.101,0.0968,69,7,11600,2.7,BSk
Tehran,Iran,2022,2.912,0.0872,69,7,11600,2.7,BSk
Tehran,Iran,2023,3.185,0.0948,69,7,11600,2.7,BSk
Tehran,Iran,2024,3.504,0.0947,69,7,11600,2.7,BSk
Tehran,Iran,2025,3.603,0.0872,69,7,11600,2.7,BSk
Chicago,USA,2015,3.438,0.2764,66,24,4552,0.8,Dfa
Chicago,USA,2016,3.349,0.2731,66,24,4552,0.8,Dfa
Chicago,USA,2017,3.009,0.2656,66,24,4552,0.8,Dfa
Chicago,USA,2018,3.01,0.2622,66,24,4552,0.8,Dfa
Chicago,USA,2019,3.161,0.2607,66,24,4552,0.8,Dfa
Chicago,USA,2020,3.495,0.2553,66,24,4552,0.8,Dfa
Chicago,USA,2021,2.874,0.2506,66,24,4552,0.8,Dfa
Chicago,USA,2022,3.185,0.2585,66,24,4552,0.8,Dfa
Chicago,USA,2023,3.348,0.2546,66,24,4552,0.8,Dfa
Chicago,USA,2024,3.323,0.2505,66,24,4552,0.8,Dfa
Chicago,USA,2025,3.34,0.2413,66,24,4552,0.8,Dfa
Chengdu,China,2015,2.946,0.2297,58,21,1893,2.2,Cwa
Chengdu,China,2016,3.171,0.23,58,21,1893,2.2,Cwa
Chengdu,China,2017,2.882,0.2217,58,21,1893,2.2,Cwa
Chengdu,China,2018,2.925,0.2214,58,21,1893,2.2,Cwa
Chengdu,China,2019,3.149,0.2156,58,21,1893,2.2,Cwa
Chengdu,China,2020,3.082,0.2192,58,21,1893,2.2,Cwa
Chengdu,China,2021,3.118,0.221,58,21,1893,2.2,Cwa
Chengdu,China,2022,3.06,0.212,58,21,1893,2.2,Cwa
Chengdu,China,2023,3.059,0.215,58,21,1893,2.2,Cwa
Chengdu,China,2024,3.18,0.2174,58,21,1893,2.2,Cwa
Chengdu,China,2025,3.046,0.2152,58,21,1893,2.2,Cwa
Nanjing,China,2015,3.247,0.2248,59,22,1423,2.1,Cfa
Nanjing,China,2016,3.267,0.24,59,22,1423,2.1,Cfa
Nanjing,China,2017,3.297,0.2401,59,22,1423,2.1,Cfa
Nanjing,China,2018,3.252,0.2318,59,22,1423,2.1,Cfa
Nanjing,China,2019,3.273,0.2294,59,22,1423,2.1,Cfa
Nanjing,China,2020,3.445,0.2366,59,22,1423,2.1,Cfa
Nanjing,China,2021,3.275,0.2216,59,22,1423,2.1,Cfa
Nanjing,China,2022,3.011,0.2351,59,22,1423,2.1,Cfa
Nanjing,China,2023,3.326,0.2351,59,22,1423,2.1,Cfa
Nanjing,China,2024,3.387,0.2162,59,22,1423,2.1,Cfa
Nanjing,China,2025,3.168,0.2198,59,22,1423,2.1,Cfa
Wuhan,China,2015,3.292,0.219,56,19,1401,2.3,Cfa
Wuhan,China,2016,3.287,0.221,56,19,1401,2.3,Cfa
Wuhan,China,2017,3.423,0.2114,56,19,1401,2.3,Cfa
Wuhan,China,2018,3.103,0.2201,56,19,1401,2.3,Cfa
Wuhan,China,2019,3.242,0.2159,56,19,1401,2.3,Cfa
Wuhan,China,2020,3.479,0.2108,56,19,1401,2.3,Cfa
Wuhan,China,2021,3.26,0.2093,56,19,1401,2.3,Cfa
Wuhan,China,2022,3.607,0.2124,56,19,1401,2.3,Cfa
Wuhan,China,2023,3.443,0.2023,56,19,1401,2.3,Cfa
Wuhan,China,2024,3.581,0.2104,56,19,1401,2.3,Cfa
Wuhan,China,2025,3.549,0.2023,56,19,1401,2.3,Cfa
Ho Chi Minh,Vietnam,2015,2.661,0.1885,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2016,2.744,0.1872,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2017,2.644,0.1815,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2018,2.533,0.1836,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2019,2.774,0.1805,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2020,2.71,0.1853,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2021,2.822,0.1775,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2022,2.694,0.1748,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2023,2.893,0.1812,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2024,2.938,0.1766,68,10,4292,2.9,Aw
Ho Chi Minh,Vietnam,2025,2.845,0.1751,68,10,4292,2.9,Aw
Luanda,Angola,2015,2.235,0.1201,45,8,2000,,Aw
Luanda,Angola,2016,2.279,0.1191,45,8,2000,,Aw
Luanda,Angola,2017,2.216,0.1144,45,8,2000,,Aw
Luanda,Angola,2018,1.929,0.1179,45,8,2000,,Aw
Luanda,Angola,2019,2.131,0.1063,45,8,2000,,Aw
Luanda,Angola,2020,2.504,0.1136,45,8,2000,,Aw
Luanda,Angola,2021,1.914,0.1071,45,8,2000,,Aw
Luanda,Angola,2022,1.992,0.103,45,8,2000,,Aw
Luanda,Angola,2023,2.387,0.1042,45,8,2000,,Aw
Luanda,Angola,2024,2.528,0.1036,45,8,2000,,Aw
Luanda,Angola,2025,2.408,0.1061,45,8,2000,,Aw
Ahmedabad,India,2015,2.816,0.0939,72,5,9100,4.2,BSh
Ahmedabad,India,2016,2.925,0.0973,72,5,9100,4.2,BSh
Ahmedabad,India,2017,2.752,0.0965,72,5,9100,4.2,BSh
Ahmedabad,India,2018,2.834,0.0913,72,5,9100,4.2,BSh
Ahmedabad,India,2019,3.025,0.0874,72,5,9100,4.2,BSh
Ahmedabad,India,2020,2.726,0.0904,72,5,9100,4.2,BSh
Ahmedabad,India,2021,2.868,0.0852,72,5,9100,4.2,BSh
Ahmedabad,India,2022,2.95,0.0908,72,5,9100,4.2,BSh
Ahmedabad,India,2023,3.239,0.0821,72,5,9100,4.2,BSh
Ahmedabad,India,2024,3.236,0.0914,72,5,9100,4.2,BSh
Ahmedabad,India,2025,3.072,0.0809,72,5,9100,4.2,BSh
Xi'an,China,2015,3.119,0.1567,61,14,1254,2.5,Dwa
Xi'an,China,2016,3.299,0.162,61,14,1254,2.5,Dwa
Xi'an,China,2017,2.936,0.1592,61,14,1254,2.5,Dwa
Xi'an,China,2018,3.177,0.1588,61,14,1254,2.5,Dwa
Xi'an,China,2019,2.96,0.1483,61,14,1254,2.5,Dwa
Xi'an,China,2020,2.848,0.1547,61,14,1254,2.5,Dwa
Xi'an,China,2021,2.914,0.1416,61,14,1254,2.5,Dwa
Xi'an,China,2022,2.901,0.1536,61,14,1254,2.5,Dwa
Xi'an,China,2023,3.109,0.1418,61,14,1254,2.5,Dwa
Xi'an,China,2024,3.304,0.1461,61,14,1254,2.5,Dwa
Xi'an,China,2025,2.91,0.1476,61,14,1254,2.5,Dwa
Kuala Lumpur,Malaysia,2015,2.25,0.2853,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2016,2.654,0.2937,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2017,2.621,0.2898,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2018,2.777,0.2792,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2019,2.51,0.2862,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2020,2.663,0.2743,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2021,2.498,0.2822,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2022,2.735,0.2793,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2023,2.509,0.2654,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2024,2.619,0.2629,60,27,6891,1.9,Af
Kuala Lumpur,Malaysia,2025,2.552,0.2713,60,27,6891,1.9,Af
Riyadh,Saudi Arabia,2015,3.652,0.0487,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2016,3.767,0.0438,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2017,3.46,0.0479,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2018,3.519,0.049,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2019,3.893,0.0395,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2020,3.691,0.0414,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2021,3.716,0.0347,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2022,3.729,0.0316,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2023,3.902,0.0279,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2024,3.823,0.0302,65,2,1500,3.4,BWh
Riyadh,Saudi Arabia,2025,3.934,0.0414,65,2,1500,3.4,BWh
Surat,India,2015,2.62,0.1144,70,5,9700,3.8,BSh
Surat,India,2016,2.723,0.1086,70,5,9700,3.8,BSh
Surat,India,2017,2.864,0.1081,70,5,9700,3.8,BSh
Surat,India,2018,2.936,0.1061,70,5,9700,3.8,BSh
Surat,India,2019,2.833,0.0999,70,5,9700,3.8,BSh
Surat,India,2020,2.837,0.0971,70,5,9700,3.8,BSh
Surat,India,2021,2.807,0.0979,70,5,9700,3.8,BSh
Surat,India,2022,2.815,0.0939,70,5,9700,3.8,BSh
Surat,India,2023,2.945,0.0924,70,5,9700,3.8,BSh
Surat,India,2024,3.251,0.0948,70,5,9700,3.8,BSh
Surat,India,2025,3.041,0.0913,70,5,9700,3.8,BSh
Santiago,Chile,2015,2.674,0.1438,62,12,2440,0.9,Csb
Santiago,Chile,2016,2.701,0.1445,62,12,2440,0.9,Csb
Santiago,Chile,2017,2.623,0.1362,62,12,2440,0.9,Csb
Santiago,Chile,2018,2.365,0.1414,62,12,2440,0.9,Csb
Santiago,Chile,2019,2.441,0.1405,62,12,2440,0.9,Csb
Santiago,Chile,2020,2.623,0.1277,62,12,2440,0.9,Csb
Santiago,Chile,2021,2.344,0.1285,62,12,2440,0.9,Csb
Santiago,Chile,2022,2.565,0.1273,62,12,2440,0.9,Csb
Santiago,Chile,2023,2.693,0.1235,62,12,2440,0.9,Csb
Santiago,Chile,2024,2.816,0.1186,62,12,2440,0.9,Csb
Santiago,Chile,2025,2.372,0.1173,62,12,2440,0.9,Csb
